ID,Slope,Yintercept,Lower Intercept,Upper Intercept,Likelihood,normalized
17199,0.0506257648823679,0.0910392295424456,1.24e+09,1.49e+09,1917.3759750769,8.4839644914907
17200,0.0504060510761971,0.0915646316673316,1.24e+09,1.5e+09,1895.71709984643,8.38812876038241
17201,0.0501868965596805,0.0920886963615944,1.24e+09,1.51e+09,1874.89905894261,8.29601353514429
17202,0.0499683024401016,0.0926114209773844,1.24e+09,1.52e+09,1854.95072407995,8.20774656672544
17203,0.0497502698092313,0.0931328029039472,1.24e+09,1.53e+09,1835.89025375398,8.12340820245124
17204,0.0495327997432943,0.0936528395677045,1.24e+09,1.54e+09,1817.72544883083,8.04303295942844
17205,0.0493158933029404,0.0941715284323215,1.24e+09,1.55e+09,1800.45414472773,7.9666112598572
17206,0.0490995515332139,0.0946888669987818,1.24e+09,1.56e+09,1784.06464244063,7.8940913382329
17207,0.048883775463526,0.095204852805452,1.24e+09,1.57e+09,1768.53618390271,7.82538134470226
17208,0.0486685661076285,0.095719483428145,1.24e+09,1.58e+09,1753.83947955361,7.76035167944077
17209,0.0484539244635869,0.0962327564801846,1.24e+09,1.59e+09,1739.93729735559,7.69883759891853
17210,0.0482398515137557,0.0967446696124642,1.24e+09,1.6e+09,1726.78512265207,7.64064213562865
17211,0.0480263482247559,0.0972552205135007,1.24e+09,1.61e+09,1714.33189715232,7.5855393679306
17212,0.0478134155474519,0.0977644069094901,1.24e+09,1.62e+09,1702.52084294807,7.5332780661419
17213,0.0476010544169299,0.0982722265643584,1.24e+09,1.63e+09,1691.29037392596,7.48358572533609
17214,0.0473892657524791,0.0987786772798077,1.24e+09,1.64e+09,1680.57509241532,7.43617297528904
17215,0.0471780504575709,0.0992837568953645,1.24e+09,1.65e+09,1670.30686367434,7.3907383348422
17216,0.0469674094198424,0.0997874632884199,1.24e+09,1.66e+09,1660.41595519507,7.34697325307554
17217,0.0467573435110795,0.100289794374271,1.24e+09,1.67e+09,1650.83222217778,7.30456735476893
17218,0.0465478535872014,0.100790748106155,1.24e+09,1.68e+09,1641.48631527822,7.26321378441691
17219,0.0463389404882459,0.101290322475289,1.24e+09,1.69e+09,1632.31088225997,7.22261452327418
17220,0.0461306050383565,0.101788515510896,1.24e+09,1.7e+09,1623.24173183795,7.182485539106
17221,0.04592284804577,0.102285325280238,1.24e+09,1.71e+09,1614.21892607837,7.14256161981581
17222,0.045715670302806,0.102780749888638,1.24e+09,1.72e+09,1605.18776743662,7.10260074087001
17223,0.0455090725858568,0.103274787479509,1.24e+09,1.73e+09,1596.0996479888,7.06238782295931
17224,0.045303055655379,0.103767436234369,1.24e+09,1.74e+09,1586.91273165473,7.02173775068464
17225,0.0450976202558857,0.104258694372862,1.24e+09,1.75e+09,1577.59244512431,6.98049754479784
17226,0.0448927671159403,0.104748560152772,1.24e+09,1.76e+09,1568.1117595813,6.93854760876683
17227,0.0446884969481516,0.105237031870037,1.24e+09,1.77e+09,1558.45125287418,6.89580200386805
17228,0.044484810449169,0.105724107858757,1.24e+09,1.78e+09,1548.59895014069,6.85220774398535
17229,0.0442817082996801,0.106209786491203,1.24e+09,1.79e+09,1538.54994962728,6.80774313994373
17230,0.044079191164409,0.106694066177817,1.24e+09,1.8e+09,1528.30584910352,6.76241526152
17231,0.043877259692115,0.107176945367221,1.24e+09,1.81e+09,1517.87399640312,6.71625662125272
17232,0.0436759145155938,0.107658422546209,1.24e+09,1.82e+09,1507.26659480021,6.66932121593014
17233,0.0434751562516787,0.108138496239746,1.24e+09,1.83e+09,1496.49969977749,6.62168008751103
17234,0.043274985501243,0.108617165010962,1.24e+09,1.84e+09,1485.59214795745,6.5734165838825
17235,0.0430754028492045,0.109094427461142,1.24e+09,1.85e+09,1474.56446133782,6.52462151034435
17236,0.0428764088645301,0.109570282229714,1.24e+09,1.86e+09,1463.43777038128,6.47538836451894
17237,0.0426780041002416,0.110044727994236,1.24e+09,1.87e+09,1452.23279795035,6.42580884048826
17238,0.0424801890934236,0.110517763470376,1.24e+09,1.88e+09,1440.96894264627,6.3759687727711
17239,0.042282964365231,0.110989387411896,1.24e+09,1.89e+09,1429.66349499648,6.325944668126
17240,0.042086330420899,0.111459598610624,1.24e+09,1.9e+09,1418.33101341465,6.27580094431262
17241,0.0418902877497531,0.111928395896437,1.24e+09,1.91e+09,1406.98287927316,6.22558796138566
17242,0.0416948368252214,0.112395778137224,1.24e+09,1.92e+09,1395.62704216818,6.17534089454948
17243,0.0414999781048463,0.112861744238863,1.24e+09,1.93e+09,1384.26795793614,6.12507945989444
17244,0.0413057120302995,0.113326293145183,1.24e+09,1.94e+09,1372.90671361028,6.07480846730213
17245,0.0411120390273956,0.113789423837934,1.24e+09,1.95e+09,1361.54132568163,6.02451914018419
17246,0.0409189595061091,0.114251135336742,1.24e+09,1.96e+09,1350.16719110053,5.97419111106431
17247,0.040726473860591,0.114711426699073,1.24e+09,1.97e+09,1338.77766471659,5.92379497662207
